#name	chrom	strand	exonStarts	exonEnds	score
NM_001272615.2	chrX	+	14247731,14248224,14248535,14249190,14249374,14249644,14252935,14255015,	14248158,14248399,14249120,14249297,14249482,14252875,14254288,14255252,	0
NM_080495.6	chrX	+	14247731,14248224,14248535,14249190,14249374,14249644,14255012,	14248158,14248399,14249120,14249297,14249482,14254288,14255252,	0
NM_001272616.1	chrX	+	14247731,14248224,14248535,14249190,14249374,14249644,14253061,14255458,14255611,14256000,14256484,14256988,	14248158,14248399,14249120,14249297,14249482,14252875,14254288,14255554,14255934,14256100,14256757,14258595,	0
NM_167400.5	chrX	+	14247731,14248224,14248535,14249190,14249374,14249644,14256484,14256976,	14248158,14248399,14249120,14249297,14249482,14254288,14256757,14258595,	0
NM_001258737.2	chrX	+	14247731,14248224,14248535,14249190,14249374,14249644,14255458,14255611,14256000,14256484,14258336,	14248158,14248399,14249120,14249297,14249482,14254288,14255554,14255934,14256100,14256757,14258595,	0
NM_167399.6	chrX	+	14247731,14248224,14248535,14249190,14249374,14249644,14255458,14255611,14256000,14256484,14256976,	14248158,14248399,14249120,14249297,14249482,14254288,14255554,14255934,14256100,14256757,14258595,	0
NM_001258736.2	chrX	+	14247731,14248224,14248535,14249190,14249374,14249644,14255458,14255611,14256000,14256484,14256988,	14248158,14248399,14249120,14249297,14249482,14254288,14255554,14255934,14256298,14256757,14258595,	0
NR_167854.1	chrX	-	14252779,14253253,	14252815,14259236,	0
NM_001347796.1	chrX	+	14261222,14263449,14264030,14264390,	14261933,14263964,14264324,14264844,	0
NM_132725.3	chrX	+	14261222,14263449,14264030,14264390,	14261933,14263964,14264324,14264844,	0
NM_001298309.1	chrX	+	14261222,14263449,14264030,14264390,	14261933,14263964,14264324,14265379,	0
NM_132726.3	chrX	-	14264736,14265788,14266089,	14265701,14266029,14266250,	0
NM_167401.3	chrX	+	14266366,14267606,14268958,14269132,14269307,14269542,14271145,14271374,14271796,14272626,14273821,14274203,14274545,14275132,14275467,14275701,	14266708,14268903,14269071,14269243,14269451,14271072,14271277,14271713,14272547,14272926,14274016,14274390,14274800,14275406,14275630,14277174,	0
NM_001103511.3	chrX	+	14266366,14267606,14268958,14269132,14269307,14269542,14271145,14271347,14271796,14272626,14273821,14274203,14274545,14275132,14275467,14275701,	14266708,14268903,14269071,14269243,14269451,14271072,14271277,14271713,14272547,14272926,14274016,14274390,14274800,14275406,14275630,14277416,	0
NM_132729.2	chrX	-	14288083,14288741,	14288587,14289393,	0
NR_123904.1	chrX	+	14293464,14293883,	14293798,14294044,	0
NM_167405.2	chrX	-	14314622,14315483,	14315429,14315583,	0
NM_167406.4	chrX	-	14316129,14317050,	14316996,14317150,	0
NM_167407.2	chrX	+	14378805,14378959,	14378905,14379826,	0
NM_132732.2	chrX	+	14380350,14380489,	14380435,14381416,	0
NM_132734.3	chrX	-	14472407,14474658,14479772,	14474583,14475852,14480086,	0
NM_132735.3	chrX	+	14496134,14496543,14496905,	14496334,14496780,14497240,	0
NR_073656.1	chrX	+	14517289,14519118,	14517513,14519516,	0
NR_123905.1	chrX	-	14540746,	14541997,	0
NM_132736.3	chrX	+	14580599,14580739,14580964,14581581,14581748,	14580677,14580846,14581039,14581674,14582174,	0
NM_167410.4	chrX	+	14580599,14580739,14580918,14581581,14581748,	14580677,14580846,14581039,14581674,14582174,	0
NM_001298311.1	chrX	+	14580599,14580739,14580894,14581581,14581748,	14580677,14580846,14581039,14581674,14582174,	0
NM_176729.3	chrX	+	14580599,14580964,14581581,14581748,	14580846,14581039,14581674,14582174,	0
NM_078598.2	chrX	-	14582135,14582498,14582756,	14582355,14582693,14582982,	0
NM_132737.2	chrX	+	14583676,14584028,	14583952,14584616,	0
NM_167411.3	chrX	-	14584732,14586496,14587060,14587265,14587921,14588629,14590245,14590916,14591319,	14586436,14586815,14587157,14587764,14588164,14588731,14590292,14591088,14591591,	0
NM_001298312.1	chrX	-	14584732,14586496,14587060,14587265,14587921,14588057,14588629,14590245,14590916,14591319,	14586436,14586815,14587157,14587764,14587997,14588164,14588731,14590292,14591088,14591591,	0
NM_132738.2	chrX	-	14584732,14586496,14587060,14587265,14587921,14588629,14590245,14590916,14602461,	14586436,14586815,14587157,14587764,14588164,14588731,14590292,14591088,14602580,	0
NM_001298313.1	chrX	-	14584732,14586496,14587060,14587265,14587921,14588629,14590245,14590916,14602461,	14586436,14586753,14587157,14587764,14588164,14588731,14590292,14591088,14602580,	0
NM_001258738.2	chrX	-	14604011,14604745,14606482,14610434,14610660,14620699,14652142,	14604627,14605124,14606548,14610591,14610810,14620888,14653834,	0
NM_078599.5	chrX	-	14604011,14604745,14606482,14610438,14610660,14620699,14652142,	14604627,14605124,14606548,14610591,14610810,14620888,14653834,	0
NM_001298314.1	chrX	-	14604011,14604745,14606482,14610438,14610660,14620699,14652142,	14604627,14605124,14606548,14610591,14610810,14620888,14653928,	0
NM_001169284.2	chrX	-	14686037,14691658,14691976,14692108,14692305,14693006,14746572,14748628,14749347,	14691403,14691890,14692042,14692222,14692455,14693195,14748059,14748921,14749376,	0
NM_001169282.1	chrX	-	14687611,14691658,14691976,14692108,14692305,14693006,14746572,14748628,	14691403,14691890,14692042,14692222,14692455,14693195,14748059,14749010,	0
NM_001272617.1	chrX	-	14687611,14691658,14691976,14692108,14692305,14693006,14746572,14748649,	14691403,14691890,14692042,14692222,14692455,14693195,14748059,14749010,	0
NM_078600.4	chrX	-	14687611,14691658,14691976,14692108,14692305,14693006,14746572,14748628,14749194,	14691403,14691890,14692042,14692222,14692455,14693195,14748059,14748921,14749376,	0
NM_001258739.2	chrX	-	14687611,14691658,14691976,14692108,14692305,14693006,14746572,14748628,14749284,	14691403,14691890,14692042,14692222,14692455,14693195,14748059,14748924,14749376,	0
NM_001169283.2	chrX	-	14687611,14691658,14691976,14692108,14692305,14693006,14746572,14748628,14749284,	14691403,14691890,14692042,14692222,14692455,14693195,14748059,14748921,14749376,	0
NM_001258740.2	chrX	-	14687611,14691658,14691976,14692108,14692305,14693006,14746572,14748628,14749347,	14691403,14691890,14692042,14692222,14692455,14693195,14748059,14748924,14749376,	0
NM_001258741.2	chrX	+	14702357,14702617,14703102,	14702563,14703044,14703654,	0
NM_167412.2	chrX	-	14718272,14718693,	14718634,14718942,	0
NM_132740.2	chrX	-	14757530,14758396,14759244,14759997,14765402,	14758335,14759137,14759646,14760369,14765787,	0
NM_001298316.1	chrX	-	14757530,14758396,14759244,14759997,14765402,	14758335,14759137,14759646,14760366,14765787,	0
NM_132741.3	chrX	+	14775307,	14776299,	0
NM_132742.1	chrX	+	14776773,	14777983,	0
NM_079950.4	chrX	-	14782961,14783488,	14783246,14784052,	0
NM_001258742.2	chrX	-	14784663,14786093,	14785965,14786237,	0
NM_001272618.1	chrX	-	14784663,14786093,	14785965,14786551,	0
NM_080031.3	chrX	-	14785098,14786093,	14785965,14786237,	0
NR_123906.1	chrX	+	14786411,14786746,14787084,	14786600,14787011,14787897,	0
NM_001298318.1	chrX	-	14826866,14829135,14830432,14831091,14831603,14831740,	14828031,14830347,14830507,14831510,14831666,14832033,	0
NM_167413.4	chrX	-	14827057,14829135,14830432,14831091,14831603,14831740,	14828031,14830347,14830507,14831510,14831666,14832033,	0
NM_001298319.1	chrX	-	14827057,14829135,14830432,14831091,14831603,14831740,	14828031,14830347,14830500,14831510,14831666,14832033,	0
NM_132743.5	chrX	-	14827057,14829135,14831091,14831603,14831740,	14828031,14830347,14831510,14831666,14832033,	0
NM_001144725.3	chrX	-	14827571,14828660,14830432,14831091,14831603,14831740,	14828031,14830347,14830507,14831510,14831666,14832033,	0
NM_001169286.2	chrX	+	14832646,14833143,	14832945,14835887,	0
NM_001169285.2	chrX	+	14832646,14833143,	14832960,14835887,	0
NM_206713.3	chrX	+	14832646,14833143,	14832945,14836262,	0
NM_132744.3	chrX	+	14832646,14833143,	14832960,14836262,	0
NM_132745.2	chrX	+	14836724,	14837330,	0
NM_132746.3	chrX	-	14837470,14837813,	14837753,14838198,	0
NM_167414.3	chrX	-	14838351,14838817,	14838761,14839106,	0
NM_001272623.2	chrX	+	14839375,14840872,14924225,14926735,14930746,14931801,14932047,	14839423,14841019,14924413,14926874,14931314,14931985,14933013,	0
NM_078602.4	chrX	+	14839375,14840872,14924225,14926765,14930746,14931801,14932047,	14839423,14841019,14924413,14926874,14931314,14931985,14933583,	0
NM_001272625.2	chrX	+	14839375,14840872,14924225,14926765,14930746,14931801,14932047,	14839423,14841019,14924413,14926874,14931314,14931985,14933583,	0
NM_167415.3	chrX	+	14839375,14840872,14924225,14925645,14926765,14930746,14931801,14932047,	14839423,14841019,14924413,14925684,14926874,14931314,14931985,14933583,	0
NM_167417.3	chrX	+	14839375,14840872,14924225,14926765,14930746,14931801,14932047,	14839535,14841019,14924413,14926874,14931314,14931985,14933583,	0
NM_167416.3	chrX	+	14839375,14840872,14924225,14925645,14926765,14930746,14931801,14932047,	14839535,14841019,14924413,14925684,14926874,14931314,14931985,14933583,	0
NM_001272624.2	chrX	+	14839375,14840872,14924225,14925645,14926735,14930746,14931801,14932047,	14839423,14841019,14924413,14925684,14926874,14931314,14931985,14933946,	0
NM_001272626.2	chrX	+	14839967,14840872,14924225,14925645,14926765,14930746,14931801,14932047,	14840356,14841019,14924413,14925684,14926874,14931314,14931985,14933583,	0
NM_132748.3	chrX	-	14842616,14844581,	14844525,14844757,	0
NM_139271.3	chrX	-	14846471,14848642,	14848496,14848808,	0
NM_132749.2	chrX	-	14851004,	14853269,	0
NM_132750.3	chrX	-	14854327,	14856361,	0
NR_167814.1	chrX	+	14857060,14857418,	14857140,14857617,	0
NM_001382138.1	chrX	+	14859250,	14860015,	0
NM_001298321.1	chrX	-	14862988,14869400,14869690,14870987,	14866473,14869618,14869745,14871181,	0
NM_001298320.1	chrX	-	14862988,14869400,14870987,	14866473,14869618,14871181,	0
NM_132751.2	chrX	-	14862988,14870987,	14866473,14871181,	0
NM_001298322.1	chrX	-	14875369,14877544,14882173,	14877315,14878544,14882586,	0
NM_001298323.1	chrX	-	14875369,14877544,14882173,	14877315,14878544,14882586,	0
NM_132753.3	chrX	-	14885951,14888224,14895759,14896659,	14887924,14888475,14896402,14896891,	0
NM_001298324.1	chrX	-	14901843,14903963,14905431,	14902943,14904966,14905549,	0
NM_132754.4	chrX	-	14901951,14903963,14905431,	14902943,14904966,14905549,	0
NM_132755.3	chrX	-	14906333,14908679,	14908284,14909070,	0
NM_001298325.1	chrX	-	14906333,14908679,	14908284,14909708,	0
NM_132756.2	chrX	-	14909872,14910623,	14910317,14910845,	0
NM_001298326.1	chrX	-	14910164,14910623,	14910317,14910845,	0
NM_132757.2	chrX	-	14911780,14913177,	14913124,14913812,	0
NM_132758.2	chrX	-	14916755,	14918800,	0
NM_132759.2	chrX	-	14919251,14921224,14923300,	14921108,14921698,14923493,	0
NM_167419.2	chrX	+	14925990,14930746,14931801,14932047,	14926874,14931314,14931985,14933013,	0
NM_001298327.1	chrX	-	14927201,	14928944,	0
NM_167420.2	chrX	-	14927445,	14928944,	0
NM_167421.2	chrX	+	14929720,14930746,14931801,14932047,	14930174,14931314,14931985,14932652,	0
NM_001169287.2	chrX	+	14929720,14930436,14930746,14931801,14932047,	14930174,14930456,14931314,14931985,14933583,	0
NM_001169288.1	chrX	+	14930315,14930746,14931801,14932047,	14930456,14931314,14931985,14933583,	0
NR_123907.1	chrX	-	14952344,	14953697,	0
NM_167422.3	chrX	-	14954122,14954547,14954783,	14954446,14954721,14955100,	0
NM_001272627.1	chrX	+	14955476,14955864,14971098,14986272,14990319,14992719,14993451,14993622,14995792,14995945,14996354,14996633,14997933,	14955549,14956129,14971798,14986399,14990432,14992851,14993558,14993766,14995889,14996292,14996510,14996706,14999242,	0
NM_001201662.2	chrX	+	14955476,14955864,14971098,14986272,14990319,14992719,14993445,14993622,14995792,14995945,14996354,14996633,14997933,	14955549,14956129,14971798,14986399,14990432,14992851,14993558,14993766,14995889,14996292,14996510,14996706,14999242,	0
NM_001272628.1	chrX	+	14955476,14955864,14971098,14986272,14990319,14992719,14993424,14993622,14995792,14995945,14996354,14996633,14997933,	14955549,14956129,14971798,14986399,14990432,14992851,14993558,14993766,14995889,14996292,14996510,14996706,14999242,	0
NM_001201663.2	chrX	+	14955476,14955864,14971098,14986272,14990319,14991345,14992719,14993445,14993622,14995792,14995945,14996354,14996633,14997933,14999857,15000412,15002114,15004034,	14955549,14956129,14971798,14986393,14990432,14991396,14992851,14993558,14993766,14995889,14996292,14996510,14996706,14998133,15000110,15000828,15002402,15009989,	0
NM_001272629.1	chrX	+	14955476,14955864,14971098,14986272,14990319,14992719,14993445,14993622,14995792,14995945,14996354,14996633,14997933,14999857,15000412,15002111,15004034,	14955549,14956129,14971798,14986399,14990432,14992851,14993558,14993766,14995889,14996292,14996510,14996706,14998133,15000110,15000828,15002402,15009989,	0
NM_078603.4	chrX	+	14955476,14955864,14971098,14986272,14990319,14991345,14992719,14993445,14993622,14995792,14995945,14996354,14996633,14997933,14999857,15000412,15004034,	14955549,14956129,14971798,14986399,14990432,14991396,14992851,14993558,14993766,14995889,14996292,14996510,14996706,14998133,15000110,15000828,15009989,	0
NM_001042810.3	chrX	+	14955476,14955864,14971098,14986272,14990319,14991345,14992719,14993445,14993622,14995792,14995945,14996354,14996633,14997933,14999857,15000412,15002114,15004034,	14955549,14956129,14971798,14986399,14990432,14991396,14992851,14993558,14993766,14995889,14996292,14996510,14996706,14998133,15000110,15000828,15002402,15009989,	0
NM_001298329.1	chrX	-	15010136,15011388,15011642,15012173,15012616,15014031,15015408,15015954,15018122,15018811,15051857,15052056,15052220,15052427,15055038,15055370,15056476,15057099,15057301,15058064,15059350,15059932,15063021,	15011321,15011582,15012107,15012515,15013975,15015333,15015890,15017941,15018738,15018925,15051993,15052159,15052368,15054975,15055317,15056418,15057036,15057239,15058001,15059184,15059737,15061043,15063429,	0
NM_078604.4	chrX	-	15010693,15011388,15011642,15012173,15012616,15014031,15015408,15015954,15018122,15018811,15051857,15052056,15052220,15052427,15055038,15055370,15056476,15057099,15057301,15058064,15059350,15059932,15063021,	15011321,15011582,15012107,15012515,15013975,15015333,15015890,15017941,15018738,15018925,15051993,15052159,15052368,15054975,15055317,15056418,15057036,15057239,15058001,15059184,15059737,15061043,15063429,	0
NM_001258745.2	chrX	+	15024435,15030585,15030910,15031177,15031542,15033605,	15024954,15030847,15031068,15031467,15032573,15034414,	0
NM_167424.2	chrX	+	15024435,15030585,15030910,15031177,15031542,15033605,15041615,	15024954,15030847,15031068,15031467,15032573,15034140,15042060,	0
NM_132762.4	chrX	+	15024435,15030585,15030910,15031177,15031542,15033605,15041615,	15024954,15030847,15031068,15031467,15033347,15034140,15042060,	0
NM_206715.2	chrX	+	15044122,15048878,15049760,15050199,15050414,	15044283,15049265,15050138,15050359,15051842,	0
NM_206714.2	chrX	+	15048927,15049760,15050199,15050414,	15049265,15050138,15050359,15051842,	0
NM_001298331.1	chrX	+	15063732,15064048,	15063983,15064548,	0
NM_132765.2	chrX	+	15063918,15064048,	15063983,15064548,	0
NM_001298330.1	chrX	+	15063918,15064048,	15063983,15064926,	0
NM_167427.2	chrX	-	15064835,15066363,	15066299,15066432,	0
NM_132766.3	chrX	-	15065451,15066363,	15066299,15066432,	0
NM_132767.3	chrX	+	15067006,15067887,	15067657,15069091,	0
NR_123908.1	chrX	-	15077497,	15081255,	0
NR_123909.1	chrX	+	15079955,	15080425,	0
NM_176730.2	chrX	+	15081366,15081940,	15081799,15082369,	0
NR_123910.1	chrX	-	15082615,15083106,	15083046,15083753,	0
NM_176731.2	chrX	+	15082826,15083256,15083487,	15083041,15083336,15083777,	0
NM_001298334.1	chrX	+	15082826,15083120,15083256,15083487,	15083041,15083156,15083336,15083777,	0
NM_001298335.1	chrX	+	15082826,15083256,15083487,	15083041,15083336,15084017,	0
NM_132770.2	chrX	-	15084028,15084352,15084625,	15084265,15084562,15084699,	0
NM_132771.3	chrX	-	15085158,15085787,	15085720,15085827,	0
NM_132772.4	chrX	+	15086124,15086802,15087552,15088014,	15086298,15087486,15087951,15088629,	0
NM_001258747.1	chrX	+	15089681,15093237,15093555,15094093,15094666,15095086,15097455,15097627,15098833,15099812,15100242,15100689,15102012,15102328,15102632,15102976,15106440,15109696,15109846,15110463,	15089961,15093375,15093968,15094613,15095028,15095213,15097550,15098765,15099037,15100182,15100628,15101172,15102270,15102568,15102905,15103144,15106449,15109769,15109893,15110699,	0
NM_001347811.1	chrX	+	15089681,15093237,15093555,15094093,15094666,15095086,15096862,15097455,15097627,15098833,15099248,15099812,15100242,15100689,15101599,15102012,15102328,15102632,15102976,15106440,15109696,15109846,15110463,	15089961,15093375,15093968,15094613,15095028,15095213,15096895,15097550,15098765,15099037,15099299,15100182,15100628,15101172,15101695,15102270,15102568,15102905,15103144,15106449,15109769,15109893,15110699,	0
NM_001258746.2	chrX	+	15089681,15093237,15093555,15094102,15094666,15095086,15097455,15097627,15098833,15099248,15099812,15100242,15100689,15101599,15102012,15102328,15102632,15102976,15109696,15109846,15111067,	15089961,15093375,15093968,15094613,15095028,15095213,15097550,15098765,15099037,15099299,15100182,15100628,15101172,15101695,15102270,15102568,15102905,15103144,15109769,15109893,15113744,	0
NM_132773.3	chrX	+	15089681,15093237,15093555,15094093,15094666,15095086,15097455,15097627,15098833,15099812,15100242,15100689,15102012,15102328,15102632,15102976,15109696,15109846,15111067,	15089961,15093375,15093968,15094613,15095028,15095213,15097550,15098765,15099037,15100182,15100628,15101172,15102270,15102568,15102905,15103144,15109769,15109893,15113744,	0
